stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOSE,554.4439,404.61917,0.99989915,LEFT_EYE_INNER,549.2828,381.4279,0.99985105,LEFT_EYE,550.832,375.49786,0.99979717,LEFT_EYE_OUTER,552.4908,370.37872,0.99979436,RIGHT_EYE_INNER,544.9254,386.653,0.9998965,RIGHT_EYE,545.3624,386.4016,0.99992406,RIGHT_EYE_OUTER,547.1619,384.69702,0.99991965,LEFT_EAR,567.9763,350.794,0.9997111,RIGHT_EAR,565.54083,363.3788,0.99994975,LEFT_MOUTH,580.0193,394.3973,0.9998779,RIGHT_MOUTH,576.0155,405.25296,0.99992496,LEFT_SHOULDER,648.1151,397.94363,0.9991062,RIGHT_SHOULDER,689.6616,327.38086,0.99900466,LEFT_ELBOW,694.9165,539.5722,0.97518784,RIGHT_ELBOW,736.1396,472.0196,0.97800905,LEFT_WRIST,651.09875,639.8156,0.8986137,RIGHT_WRIST,694.5449,574.9252,0.9551379,LEFT_PINKY,616.7965,656.5969,0.8939551,RIGHT_PINKY,673.2966,575.8712,0.954944,LEFT_INDEX,608.775,639.3334,0.9078787,RIGHT_INDEX,662.2842,581.2381,0.95210665,LEFT_THUMB,624.18317,635.14813,0.90568936,RIGHT_THUMB,665.6033,586.21094,0.9492788,LEFT_HIP,867.30444,450.49902,0.9992208,RIGHT_HIP,888.02313,401.3027,0.99942315,LEFT_KNEE,1090.3135,589.7938,0.99595636,RIGHT_KNEE,1098.0002,543.3807,0.99502426,LEFT_ANKLE,1299.0277,676.81134,0.9859311,RIGHT_ANKLE,1268.6769,632.00726,0.9910289,LEFT_HEEL,1362.1545,679.7206,0.9834753,RIGHT_HEEL,1322.6957,632.94934,0.98519677,LEFT_FOOT_INDEX,1269.5901,767.5511,0.93732333,RIGHT_FOOT_INDEX,1240.3761,718.0645,0.96446085
stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOSE,544.1199,403.59283,0.99979717,LEFT_EYE_INNER,538.7764,381.95358,0.9997276,LEFT_EYE,541.2108,376.08475,0.9996446,LEFT_EYE_OUTER,544.0248,371.11255,0.9996438,RIGHT_EYE_INNER,533.21893,387.6002,0.99975705,RIGHT_EYE,532.7294,388.6621,0.99980927,RIGHT_EYE_OUTER,533.5428,388.39023,0.9997805,LEFT_EAR,561.4879,357.00168,0.99954545,RIGHT_EAR,550.74866,374.1155,0.9998328,LEFT_MOUTH,571.4141,396.289,0.9997976,RIGHT_MOUTH,564.27637,409.27628,0.99982136,LEFT_SHOULDER,646.271,402.3173,0.9987987,RIGHT_SHOULDER,673.6211,352.15567,0.99776155,LEFT_ELBOW,704.298,535.04095,0.97926,RIGHT_ELBOW,721.6677,480.4295,0.9657853,LEFT_WRIST,650.91534,637.1071,0.9190508,RIGHT_WRIST,678.4164,581.93463,0.9235788,LEFT_PINKY,621.48047,657.4832,0.90012854,RIGHT_PINKY,660.9828,585.1237,0.9168803,LEFT_INDEX,607.1694,642.17303,0.91447586,RIGHT_INDEX,648.48926,591.75665,0.91492313,LEFT_THUMB,621.22815,636.92096,0.9178486,RIGHT_THUMB,651.1408,596.1208,0.91128767,LEFT_HIP,861.34467,455.6763,0.9989686,RIGHT_HIP,877.4336,422.71588,0.9987133,LEFT_KNEE,1087.7871,587.7769,0.9956937,RIGHT_KNEE,1083.9457,551.5434,0.99095523,LEFT_ANKLE,1296.2205,684.0881,0.9799621,RIGHT_ANKLE,1247.7526,636.9169,0.98157185,LEFT_HEEL,1356.7365,692.1084,0.97477645,RIGHT_HEEL,1296.3914,639.3698,0.9705289,LEFT_FOOT_INDEX,1272.5522,773.65283,0.92233676,RIGHT_FOOT_INDEX,1227.0757,710.65247,0.9403544
move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOSE,537.4426,411.44165,0.9998033,LEFT_EYE_INNER,533.2099,390.48462,0.999755,LEFT_EYE,535.36395,385.86267,0.9996849,LEFT_EYE_OUTER,538.05206,381.97293,0.9997066,RIGHT_EYE_INNER,528.3205,391.72568,0.9998009,RIGHT_EYE,528.49255,390.6435,0.99985325,RIGHT_EYE_OUTER,530.2693,388.20395,0.9998392,LEFT_EAR,554.334,367.27203,0.9996843,RIGHT_EAR,547.3115,372.68906,0.999889,LEFT_MOUTH,563.8741,407.97946,0.9998026,RIGHT_MOUTH,557.28296,415.39948,0.99985397,LEFT_SHOULDER,637.36804,416.40286,0.99956113,RIGHT_SHOULDER,670.15295,351.95392,0.9988402,LEFT_ELBOW,711.2832,540.0108,0.9839569,RIGHT_ELBOW,725.4394,476.7497,0.9722329,LEFT_WRIST,655.4093,639.56494,0.94395316,RIGHT_WRIST,675.1201,570.92804,0.9511915,LEFT_PINKY,622.8092,656.3467,0.9347932,RIGHT_PINKY,654.3684,571.1268,0.9499695,LEFT_INDEX,609.3737,637.3337,0.94837767,RIGHT_INDEX,641.114,573.80896,0.9516116,LEFT_THUMB,624.9238,634.9405,0.9492136,RIGHT_THUMB,642.17114,578.5307,0.9485998,LEFT_HIP,853.5648,469.75385,0.9992176,RIGHT_HIP,878.0578,422.0901,0.99916637,LEFT_KNEE,1087.5592,588.7227,0.9968197,RIGHT_KNEE,1087.9034,543.6787,0.9945694,LEFT_ANKLE,1301.4194,683.0867,0.9902374,RIGHT_ANKLE,1253.1743,632.8134,0.99090284,LEFT_HEEL,1363.7972,692.1568,0.9879701,RIGHT_HEEL,1303.2366,636.73895,0.9846849,LEFT_FOOT_INDEX,1273.5198,772.1574,0.9625497,RIGHT_FOOT_INDEX,1228.4802,708.57733,0.9708627
move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOSE,529.7192,429.4836,0.9997923,LEFT_EYE_INNER,524.18335,407.61667,0.9997394,LEFT_EYE,526.64905,402.1342,0.9996683,LEFT_EYE_OUTER,529.40857,397.44513,0.99968094,RIGHT_EYE_INNER,517.60834,411.49298,0.9998086,RIGHT_EYE,516.9003,411.44962,0.9998649,RIGHT_EYE_OUTER,517.53204,410.17307,0.999867,LEFT_EAR,544.27155,381.85507,0.99964887,RIGHT_EAR,531.76953,394.67862,0.99992406,LEFT_MOUTH,555.45044,422.79242,0.9998055,RIGHT_MOUTH,547.4344,433.11453,0.9998728,LEFT_SHOULDER,631.24146,416.56284,0.999498,RIGHT_SHOULDER,649.75397,373.95758,0.9992708,LEFT_ELBOW,707.7079,541.80164,0.98861665,RIGHT_ELBOW,708.59863,496.76285,0.9817795,LEFT_WRIST,645.6392,640.771,0.9636763,RIGHT_WRIST,663.9999,586.6734,0.9646843,LEFT_PINKY,616.355,661.3921,0.95261246,RIGHT_PINKY,647.4181,591.7841,0.9589931,LEFT_INDEX,599.24744,644.843,0.96275455,RIGHT_INDEX,632.7449,593.4798,0.96132165,LEFT_THUMB,612.54974,639.7937,0.9647342,RIGHT_THUMB,634.0949,596.1982,0.96083754,LEFT_HIP,855.63525,467.8093,0.9990228,RIGHT_HIP,868.18854,436.92017,0.9990481,LEFT_KNEE,1087.3971,593.2252,0.9965967,RIGHT_KNEE,1076.2668,553.4859,0.99291986,LEFT_ANKLE,1298.2136,677.2267,0.98577887,RIGHT_ANKLE,1238.7656,631.7605,0.98711675,LEFT_HEEL,1355.3256,678.97876,0.9810868,RIGHT_HEEL,1286.9727,631.9941,0.97821265,LEFT_FOOT_INDEX,1282.4308,769.07086,0.9468981,RIGHT_FOOT_INDEX,1218.651,715.31775,0.95700014
move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOSE,530.8136,437.80896,0.9998077,LEFT_EYE_INNER,523.0851,416.963,0.9997383,LEFT_EYE,524.8744,411.6072,0.99963164,LEFT_EYE_OUTER,527.2013,407.01627,0.9996184,RIGHT_EYE_INNER,518.0575,420.7389,0.99982953,RIGHT_EYE,517.579,420.94083,0.99988145,RIGHT_EYE_OUTER,518.475,419.83035,0.99988323,LEFT_EAR,540.5685,391.4731,0.9995189,RIGHT_EAR,531.09607,404.7563,0.9999305,LEFT_MOUTH,555.13477,430.17697,0.9997691,RIGHT_MOUTH,548.4657,440.93137,0.9998741,LEFT_SHOULDER,624.54297,422.22354,0.9993524,RIGHT_SHOULDER,647.76294,380.64682,0.9993461,LEFT_ELBOW,709.9331,529.942,0.98951536,RIGHT_ELBOW,718.9442,487.32565,0.9867666,LEFT_WRIST,650.6943,633.8301,0.97892016,RIGHT_WRIST,680.8214,576.7025,0.9818108,LEFT_PINKY,624.7059,654.4314,0.97321075,RIGHT_PINKY,667.16425,584.56433,0.9794721,LEFT_INDEX,606.75555,639.7039,0.97934204,RIGHT_INDEX,653.62445,585.96014,0.9804425,LEFT_THUMB,618.5237,632.7952,0.9804915,RIGHT_THUMB,653.12994,587.21265,0.980553,LEFT_HIP,848.9631,472.72955,0.99908817,RIGHT_HIP,862.33936,444.7936,0.99939656,LEFT_KNEE,1079.4626,598.2856,0.99802434,RIGHT_KNEE,1072.4392,559.6505,0.99696684,LEFT_ANKLE,1295.5911,673.0599,0.9928167,RIGHT_ANKLE,1240.0862,630.32196,0.99425817,LEFT_HEEL,1355.9308,670.38226,0.9899654,RIGHT_HEEL,1288.4026,628.0334,0.9892667,LEFT_FOOT_INDEX,1284.0743,772.1607,0.97068113,RIGHT_FOOT_INDEX,1226.1758,721.1666,0.97719604
move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
